machine_id,timestamp,operating_hours,load_pct,days_since_maintenance,maintenance_count,temperature_C,pressure_bar,vibration_mms,rotation_speed_rpm,voltage_V,current_A,oil_temp_C,power_output_MW,efficiency_pct
GEN_0009,2020-02-10 00:00:00,1531.9,68.24,254.4,0,515.69,154.66,11.926,2973.5,11042.0,509.95,75.55,117.17,90.82
GEN_0010,2020-02-10 01:00:00,6378.1,48.82,215.0,3,532.27,163.8,3.681,2959.9,10844.1,505.21,80.26,65.87,85.61
GEN_0019,2020-02-10 02:00:00,7008.2,92.46,335.2,3,568.48,174.45,3.622,2850.1,10857.9,604.15,80.19,152.03,85.4
GEN_0004,2020-02-10 03:00:00,4119.0,62.92,159.6,2,535.62,168.03,2.425,3012.4,10851.3,541.84,70.82,108.15,89.33
GEN_0017,2020-02-10 04:00:00,6407.5,77.51,356.9,3,545.52,151.68,6.372,2955.9,10939.1,561.77,72.8,119.81,86.24
GEN_0004,2020-02-10 05:00:00,8587.4,57.3,251.4,4,576.84,176.25,4.048,3004.4,10656.8,558.4,75.63,76.85,79.09
GEN_0007,2020-02-10 06:00:00,2943.4,66.78,87.4,1,538.18,164.87,2.636,2904.3,10921.5,550.19,64.19,97.73,86.36
GEN_0011,2020-02-10 07:00:00,1056.9,52.62,214.0,0,532.87,149.12,0.421,3095.3,10888.0,482.84,61.05,87.09,89.75
GEN_0015,2020-02-10 08:00:00,3505.7,89.1,311.9,1,616.98,168.22,13.785,2931.4,10762.7,548.9,91.55,156.38,70.63
GEN_0005,2020-02-10 09:00:00,6560.7,77.29,271.1,3,549.38,173.78,3.137,2805.1,11022.0,564.94,76.69,127.58,81.81
GEN_0005,2020-02-10 10:00:00,2597.9,92.38,230.0,1,550.44,180.76,1.394,3031.2,11099.4,612.38,55.47,162.44,91.68
GEN_0004,2020-02-10 11:00:00,10.8,86.19,237.9,0,491.93,157.82,0.411,3047.1,10685.2,505.84,63.52,153.92,93.56
GEN_0003,2020-02-10 12:00:00,8427.9,40.67,90.0,4,555.1,180.21,4.306,2905.5,10910.8,563.85,75.81,59.55,83.09
GEN_0013,2020-02-10 13:00:00,4373.6,42.31,83.5,2,533.05,156.34,7.221,2954.1,11235.4,418.56,78.92,65.48,86.3
GEN_0011,2020-02-10 14:00:00,6212.0,54.13,89.1,3,544.84,155.6,6.67,3016.1,10748.8,546.37,79.9,92.08,83.96
GEN_0015,2020-02-10 15:00:00,860.1,43.33,303.6,0,506.75,157.67,0.418,3007.7,10679.9,448.96,63.39,74.26,87.28
GEN_0013,2020-02-10 16:00:00,302.5,50.36,196.9,0,578.04,125.11,14.229,2978.4,10571.4,478.36,77.0,99.48,83.86
GEN_0008,2020-02-10 17:00:00,7449.0,45.64,339.6,3,558.49,161.33,3.233,2837.1,10834.3,461.41,76.42,73.81,80.95
GEN_0009,2020-02-10 18:00:00,8.9,88.35,127.2,0,520.1,173.91,1.49,2925.7,11409.7,547.15,59.51,164.8,92.22
GEN_0015,2020-02-10 19:00:00,5030.8,47.3,90.6,2,534.04,166.23,3.596,2984.6,10593.6,496.84,75.57,68.71,81.65
GEN_0010,2020-02-10 20:00:00,6313.4,45.57,70.3,3,560.29,154.5,2.96,2948.6,10681.1,497.71,79.15,72.52,87.33
GEN_0006,2020-02-10 21:00:00,7535.9,42.34,40.8,3,524.52,160.6,9.456,2964.3,10753.2,452.84,78.46,54.63,82.03
GEN_0007,2020-02-10 22:00:00,5000.2,67.56,146.9,2,567.23,175.87,3.389,2973.1,10786.7,506.46,81.89,108.06,90.49
GEN_0006,2020-02-10 23:00:00,2170.7,79.39,216.6,1,553.67,157.47,4.1,2970.2,10910.8,525.02,61.46,126.48,91.16
GEN_0003,2020-02-11 00:00:00,3126.8,86.57,302.2,1,556.41,155.69,3.818,2962.7,10620.4,543.06,80.89,150.82,84.08
GEN_0006,2020-02-11 01:00:00,3797.9,71.3,178.5,1,536.13,168.23,5.198,3035.0,11077.2,532.17,76.62,122.54,90.59
GEN_0004,2020-02-11 02:00:00,4599.3,82.5,79.0,2,553.97,166.36,3.071,3009.1,10914.6,595.9,71.88,136.19,89.79
GEN_0003,2020-02-11 03:00:00,6867.1,96.74,307.3,3,552.31,174.54,5.649,2932.8,10757.0,577.19,77.33,154.73,81.32
GEN_0001,2020-02-11 04:00:00,7537.0,63.21,207.9,3,572.98,165.06,3.599,2931.9,11373.8,528.28,74.83,89.92,81.23
GEN_0018,2020-02-11 05:00:00,8025.5,62.98,155.1,4,535.27,180.85,5.61,2928.3,10784.4,585.95,75.52,96.35,79.45
GEN_0019,2020-02-11 06:00:00,8035.5,62.78,53.8,4,555.98,164.33,4.317,2878.7,10243.6,546.22,77.1,98.57,86.11
GEN_0007,2020-02-11 07:00:00,2224.7,67.03,180.4,1,505.33,166.92,2.646,2982.0,10645.4,553.2,71.45,121.43,90.32
GEN_0017,2020-02-11 08:00:00,3018.4,51.5,364.1,1,599.78,145.93,14.41,2964.1,11068.6,464.63,89.5,81.71,79.38
GEN_0012,2020-02-11 09:00:00,1026.6,50.55,341.1,0,524.42,164.23,2.162,2971.7,11078.3,493.11,61.38,75.96,89.04
GEN_0019,2020-02-11 10:00:00,1244.9,43.87,294.1,0,523.89,155.78,3.536,2995.0,10907.2,450.1,68.26,83.29,93.84
GEN_0008,2020-02-11 11:00:00,6091.7,91.32,287.6,3,563.19,197.58,3.112,2848.2,10941.8,596.78,73.57,151.3,85.06
GEN_0005,2020-02-11 12:00:00,3228.6,67.46,67.4,1,531.41,162.08,3.008,2947.5,10759.5,513.59,72.19,115.26,91.6
GEN_0017,2020-02-11 13:00:00,7904.5,86.26,117.1,3,569.42,169.71,3.936,2967.7,10751.0,540.46,80.46,142.4,84.04
GEN_0007,2020-02-11 14:00:00,4374.6,45.34,29.3,2,551.71,160.15,4.463,3060.6,10671.4,517.44,73.4,73.43,85.23
GEN_0017,2020-02-11 15:00:00,3340.4,73.86,67.6,1,507.62,177.57,2.211,3010.4,11063.1,529.44,69.23,126.84,84.43
GEN_0005,2020-02-11 16:00:00,753.4,56.06,25.2,0,515.3,169.79,1.284,2963.6,11052.1,482.67,53.21,101.35,90.53
GEN_0020,2020-02-11 17:00:00,2940.5,61.83,105.2,1,510.24,168.4,2.692,2973.9,10723.5,529.66,72.2,109.31,89.32
GEN_0007,2020-02-11 18:00:00,7366.1,53.87,131.9,3,532.69,154.0,4.448,3007.4,10269.7,522.14,78.91,77.14,87.2
GEN_0012,2020-02-11 19:00:00,6078.9,84.63,158.8,3,534.22,172.88,3.224,2973.6,11135.4,529.94,78.93,145.97,83.92
GEN_0006,2020-02-11 20:00:00,2187.5,44.8,294.3,1,535.19,175.0,8.606,2955.9,10811.2,449.44,75.53,71.72,84.03
GEN_0004,2020-02-11 21:00:00,3873.6,74.02,327.1,1,526.64,164.49,3.369,3024.6,11072.2,523.37,77.51,111.26,89.03
GEN_0016,2020-02-11 22:00:00,4619.6,66.62,178.6,2,531.68,160.3,2.59,2996.1,11102.4,481.0,67.97,100.05,85.62
GEN_0017,2020-02-11 23:00:00,3915.1,50.41,264.2,1,546.37,156.39,4.428,2922.2,10932.4,515.32,78.37,81.54,84.88
GEN_0001,2020-02-12 00:00:00,4848.3,53.32,291.9,2,537.92,160.89,3.478,2858.9,11198.2,483.81,71.83,88.78,89.98
GEN_0015,2020-02-12 01:00:00,668.0,96.82,331.9,0,526.68,172.45,0.314,3068.0,10872.2,519.93,74.21,174.22,92.41
GEN_0007,2020-02-12 02:00:00,8548.5,95.02,227.1,4,574.05,174.32,5.279,2943.4,10697.6,643.82,77.49,152.55,82.56
GEN_0016,2020-02-12 03:00:00,545.0,53.36,179.6,0,481.93,158.18,1.955,2979.5,10912.2,470.0,67.55,99.72,88.96
GEN_0005,2020-02-12 04:00:00,3532.2,74.28,296.6,1,520.76,155.51,1.616,2916.3,10942.1,535.92,67.33,126.55,88.07
GEN_0019,2020-02-12 05:00:00,565.3,54.71,31.7,0,517.99,163.29,0.1,2982.3,11008.6,383.7,62.34,103.54,88.68
GEN_0005,2020-02-12 06:00:00,4860.6,95.41,89.9,2,540.32,165.07,2.477,2974.0,10920.1,630.73,69.14,153.07,85.94
GEN_0001,2020-02-12 07:00:00,1863.8,42.68,253.5,0,518.15,155.23,2.391,3012.2,11039.7,516.08,74.51,78.35,91.08
GEN_0012,2020-02-12 08:00:00,1531.8,67.83,292.0,0,518.65,151.1,1.162,3032.6,10748.7,496.89,55.28,110.43,91.13
GEN_0011,2020-02-12 09:00:00,7150.2,93.15,262.2,3,559.68,175.79,4.969,2952.5,10810.3,519.41,73.06,162.95,85.27
GEN_0006,2020-02-12 10:00:00,3258.2,96.83,189.1,1,552.12,171.24,3.489,3031.1,11123.1,591.38,83.69,167.95,88.42
GEN_0018,2020-02-12 11:00:00,5642.1,85.22,202.8,2,568.67,157.91,2.239,2907.8,10549.9,560.58,77.04,136.17,87.71
GEN_0013,2020-02-12 12:00:00,2583.0,67.1,207.5,1,532.92,180.94,2.826,3074.2,10576.6,549.3,74.1,113.59,86.77
GEN_0019,2020-02-12 13:00:00,6167.1,91.08,51.5,3,570.41,182.72,4.467,2991.5,10862.1,542.9,82.76,158.69,84.08
GEN_0014,2020-02-12 14:00:00,2734.9,58.37,154.4,1,512.12,159.24,1.177,2979.1,10846.4,464.42,72.45,103.04,88.96
GEN_0005,2020-02-12 15:00:00,1317.8,85.56,300.9,0,519.21,164.73,0.67,2963.0,10956.5,512.8,75.48,148.43,91.2
GEN_0005,2020-02-12 16:00:00,8340.0,55.21,30.8,4,570.63,163.41,4.869,2849.8,10397.7,509.17,75.39,86.0,82.34
GEN_0010,2020-02-12 17:00:00,6535.4,70.95,181.3,3,526.23,159.38,4.518,2913.7,10614.4,579.6,74.56,113.83,82.21
GEN_0019,2020-02-12 18:00:00,2577.7,96.95,246.4,1,556.35,175.6,3.51,2944.5,10835.5,542.58,74.7,179.48,90.42
GEN_0005,2020-02-12 19:00:00,3025.2,62.51,156.0,1,548.58,165.35,1.35,2901.5,11035.8,487.74,72.19,119.93,88.32
GEN_0006,2020-02-12 20:00:00,8611.3,72.12,155.9,4,541.09,171.02,4.272,2912.5,11011.8,607.52,78.95,117.93,84.57
GEN_0017,2020-02-12 21:00:00,5264.2,81.87,32.8,2,568.16,184.77,3.163,3054.0,10704.8,615.97,77.07,139.22,91.07
GEN_0020,2020-02-12 22:00:00,6786.5,62.39,96.3,3,536.31,174.12,3.963,2950.3,10626.3,488.85,75.1,105.52,84.78
GEN_0008,2020-02-12 23:00:00,1597.9,47.31,346.8,0,521.51,155.65,4.702,2973.2,10838.2,470.68,65.4,82.84,86.08
GEN_0003,2020-02-13 00:00:00,2507.4,98.74,144.0,1,559.58,169.52,2.265,2978.8,10550.5,590.64,58.01,179.0,87.52
GEN_0015,2020-02-13 01:00:00,3787.7,58.65,153.1,1,530.3,156.23,2.19,3017.0,10936.1,534.84,72.02,92.63,89.93
GEN_0018,2020-02-13 02:00:00,7766.3,79.45,213.7,3,568.7,173.04,4.879,2963.4,10660.1,565.15,73.62,119.91,85.52
GEN_0019,2020-02-13 03:00:00,6705.1,81.2,249.2,3,536.44,166.03,8.576,2969.2,10594.2,611.37,73.47,136.36,79.45
GEN_0006,2020-02-13 04:00:00,6290.9,82.62,67.4,3,530.14,170.5,5.533,3016.1,10388.0,523.84,75.82,122.64,83.77
GEN_0012,2020-02-13 05:00:00,5862.9,92.53,343.1,2,572.32,170.69,5.248,2908.3,10940.2,571.15,72.15,154.15,81.05
GEN_0018,2020-02-13 06:00:00,4114.7,95.76,131.1,2,526.77,180.08,2.303,3017.7,10416.6,546.91,75.62,167.35,84.24
GEN_0014,2020-02-13 07:00:00,5016.2,60.43,359.2,2,528.42,167.52,6.196,3039.7,10526.6,503.47,80.66,95.09,85.94
GEN_0017,2020-02-13 08:00:00,4399.8,82.71,77.7,2,547.95,169.29,2.635,3023.3,10983.5,548.18,61.67,137.76,86.18
GEN_0007,2020-02-13 09:00:00,4120.8,49.72,211.3,2,520.22,160.28,2.191,2972.2,10772.9,476.57,70.69,77.01,87.21
GEN_0014,2020-02-13 10:00:00,8347.6,42.19,282.1,4,545.22,162.31,5.63,2865.8,10700.8,534.67,78.36,64.93,82.64
GEN_0003,2020-02-13 11:00:00,3616.5,64.33,141.9,1,547.51,161.14,2.088,2951.8,10829.8,464.79,76.89,104.54,86.73
GEN_0006,2020-02-13 12:00:00,3214.4,72.03,184.1,1,508.44,154.49,2.28,3047.6,10761.1,496.78,67.05,120.22,86.71
GEN_0012,2020-02-13 13:00:00,3223.9,65.17,168.1,1,529.96,174.78,3.758,3037.2,10997.4,498.16,73.57,128.35,86.32
GEN_0017,2020-02-13 14:00:00,983.6,60.9,97.3,0,536.89,154.94,0.646,2978.0,11135.5,497.5,63.81,102.99,90.09
GEN_0008,2020-02-13 15:00:00,5194.2,83.54,332.9,2,563.63,179.36,3.325,2955.6,10840.3,578.78,77.27,138.74,84.21
GEN_0003,2020-02-13 16:00:00,5983.3,79.76,180.2,2,530.45,160.11,3.374,2980.0,10855.8,576.73,70.73,127.41,86.7
GEN_0011,2020-02-13 17:00:00,4386.8,82.13,234.3,2,529.57,168.31,5.772,2986.3,10539.9,557.99,65.01,142.43,88.56
GEN_0008,2020-02-13 18:00:00,1950.9,93.6,41.2,0,560.5,159.43,2.394,3016.6,10844.4,567.27,68.69,162.1,88.96
GEN_0014,2020-02-13 19:00:00,3086.3,56.16,302.7,1,526.02,152.0,3.98,2877.8,10779.6,512.41,72.33,90.65,86.94
GEN_0012,2020-02-13 20:00:00,7794.3,77.72,72.5,3,589.31,166.77,4.328,3003.7,10552.2,543.95,73.42,130.88,87.01
GEN_0016,2020-02-13 21:00:00,8622.0,76.45,316.8,4,564.02,166.39,6.777,3038.1,10596.0,571.19,75.6,113.38,80.53
GEN_0018,2020-02-13 22:00:00,2402.5,47.51,361.9,1,522.54,155.62,6.462,2966.9,11221.4,465.4,76.9,75.17,91.44
GEN_0001,2020-02-13 23:00:00,910.1,80.32,94.6,0,525.87,171.3,1.555,3028.0,10703.7,494.13,81.73,155.59,92.55
GEN_0001,2020-02-14 00:00:00,2926.6,51.26,311.4,1,531.81,147.17,2.867,2970.8,10695.7,481.08,68.42,80.29,88.22
GEN_0012,2020-02-14 01:00:00,1065.6,83.12,262.6,0,514.52,160.54,2.29,3031.0,10994.2,543.48,65.57,142.2,88.75
GEN_0015,2020-02-14 02:00:00,3254.6,93.12,222.5,1,529.52,159.59,4.862,3038.2,11073.7,554.41,70.0,154.01,86.24
GEN_0009,2020-02-14 03:00:00,7588.5,72.27,63.0,3,543.05,176.49,3.471,2891.4,10538.6,522.36,72.81,116.8,86.54
GEN_0014,2020-02-14 04:00:00,7455.2,45.99,343.7,3,575.08,178.1,9.528,2937.5,10393.2,491.21,79.5,54.09,82.77
GEN_0016,2020-02-14 05:00:00,3198.0,91.38,61.2,1,556.81,164.11,5.6,3011.8,10879.0,544.31,67.34,162.82,86.33
GEN_0011,2020-02-14 06:00:00,3567.6,86.71,230.0,1,558.2,170.2,5.282,3018.6,11255.5,559.37,74.69,145.15,90.4
GEN_0013,2020-02-14 07:00:00,2917.7,78.15,134.4,1,520.07,164.81,8.104,2981.9,10960.9,627.69,73.27,140.77,90.26
GEN_0002,2020-02-14 08:00:00,3518.1,53.39,74.4,1,549.36,161.18,4.098,2994.7,10943.6,460.43,73.15,94.27,90.21
GEN_0006,2020-02-14 09:00:00,1356.7,98.99,157.9,0,532.92,162.3,1.456,2972.3,10482.0,540.06,56.93,178.12,92.61
GEN_0017,2020-02-14 10:00:00,7536.3,94.0,111.1,3,557.58,173.89,3.854,2942.1,10820.0,609.16,68.44,159.71,84.75
GEN_0020,2020-02-14 11:00:00,2549.9,40.47,204.9,1,523.4,152.14,5.434,2993.6,11204.5,475.26,80.76,75.18,87.99
GEN_0016,2020-02-14 12:00:00,289.7,97.41,170.7,0,519.12,164.32,0.317,2985.2,11126.6,553.56,66.74,174.09,91.44
GEN_0018,2020-02-14 13:00:00,383.7,44.74,115.2,0,524.81,144.79,0.1,3005.4,11308.8,418.9,62.85,84.86,91.27
GEN_0007,2020-02-14 14:00:00,461.3,45.97,189.8,0,519.94,157.78,0.686,2978.4,11136.5,434.14,58.04,80.53,89.27
GEN_0002,2020-02-14 15:00:00,8311.1,87.03,220.5,4,566.26,161.74,3.824,2923.5,10864.4,607.94,78.27,139.46,81.39
GEN_0011,2020-02-14 16:00:00,853.5,42.21,297.6,0,509.06,156.84,1.228,2939.3,10924.6,404.19,71.28,73.26,89.73
GEN_0012,2020-02-14 17:00:00,5962.5,74.97,136.7,2,555.06,167.67,3.816,2942.5,10664.7,594.72,69.04,118.18,83.09
GEN_0018,2020-02-14 18:00:00,1752.6,80.59,127.9,0,545.13,154.13,2.73,2971.8,10899.2,580.72,67.83,140.72,88.73
GEN_0013,2020-02-14 19:00:00,595.8,86.73,220.4,0,540.68,164.89,0.915,2990.3,10980.5,585.25,65.84,153.84,92.83
GEN_0008,2020-02-14 20:00:00,932.7,52.57,336.0,0,522.43,157.45,2.926,3065.8,10887.2,403.72,72.98,97.42,91.87
GEN_0006,2020-02-14 21:00:00,5763.0,55.53,227.5,2,524.3,171.14,5.055,2950.7,10732.6,509.07,83.12,88.18,83.23
GEN_0008,2020-02-14 22:00:00,3302.1,79.66,1.3,1,529.39,161.43,6.616,2984.0,10799.5,546.44,66.44,136.44,85.45
GEN_0012,2020-02-14 23:00:00,4598.6,85.88,10.0,2,560.74,157.75,2.389,3026.5,10672.0,610.35,79.23,138.71,88.76
GEN_0008,2020-02-15 00:00:00,4072.9,63.64,277.9,2,522.0,164.0,4.08,2910.4,11166.0,496.19,77.27,109.9,82.82
GEN_0002,2020-02-15 01:00:00,3248.7,80.34,87.4,1,535.3,161.86,2.126,2963.2,10814.1,556.16,75.78,129.82,87.57
GEN_0020,2020-02-15 02:00:00,8226.4,42.76,299.8,4,555.61,166.07,4.27,2949.1,10737.1,516.92,82.09,52.86,80.88
GEN_0012,2020-02-15 03:00:00,697.6,51.35,109.2,0,491.06,154.45,0.834,3064.0,10923.1,510.65,71.21,89.29,94.37
GEN_0004,2020-02-15 04:00:00,7325.7,53.39,182.6,3,534.98,168.54,4.832,2933.1,10805.0,533.96,75.03,73.66,86.67
GEN_0001,2020-02-15 05:00:00,7610.1,85.04,164.9,3,564.14,159.56,5.139,2955.9,10583.7,552.6,86.45,132.44,84.9
GEN_0004,2020-02-15 06:00:00,8491.6,64.31,93.9,4,576.48,176.81,4.167,2939.1,10426.4,503.51,74.88,90.17,78.77
GEN_0012,2020-02-15 07:00:00,8740.1,98.65,326.8,4,555.86,177.95,4.197,2907.8,10688.1,590.35,74.85,166.12,84.62
GEN_0015,2020-02-15 08:00:00,3860.5,94.97,146.7,1,567.09,171.05,8.444,2908.6,11214.6,560.04,70.99,162.42,84.06
GEN_0004,2020-02-15 09:00:00,8659.0,75.52,307.3,4,567.9,172.62,3.911,2917.6,10840.6,586.49,76.11,99.06,86.06
GEN_0003,2020-02-15 10:00:00,7783.5,43.87,257.6,3,509.77,151.58,5.097,2953.3,10838.5,531.17,78.5,58.19,81.52
GEN_0003,2020-02-15 11:00:00,2911.6,85.06,107.0,1,543.64,167.86,1.357,2969.3,11210.2,535.81,67.97,142.75,84.87
GEN_0016,2020-02-15 12:00:00,2806.1,63.69,66.4,1,522.34,146.01,3.189,2911.5,10910.7,542.55,65.01,107.09,90.21
GEN_0005,2020-02-15 13:00:00,6261.9,65.55,299.2,3,525.54,171.81,2.94,2974.3,10672.5,517.89,73.75,98.66,86.67
GEN_0006,2020-02-15 14:00:00,3331.7,84.31,342.2,1,527.15,165.39,1.735,2968.6,10791.5,516.4,62.5,132.75,87.8
GEN_0011,2020-02-15 15:00:00,7289.7,84.06,13.4,3,534.14,177.53,3.536,2919.4,10574.6,599.31,87.48,134.97,83.49
GEN_0010,2020-02-15 16:00:00,8143.0,65.64,100.7,4,660.99,151.31,9.845,2919.3,10637.3,563.65,106.69,101.04,65.13
GEN_0011,2020-02-15 17:00:00,1854.0,93.69,350.2,0,553.57,167.15,1.929,2860.2,10872.6,610.47,68.23,153.57,89.46
GEN_0008,2020-02-15 18:00:00,5541.7,73.85,155.6,2,553.63,157.07,3.748,2997.9,10981.2,613.27,68.41,115.19,83.07
GEN_0012,2020-02-15 19:00:00,7301.2,80.5,171.8,3,576.49,166.84,5.367,2894.2,10846.5,534.75,76.45,133.51,84.54
GEN_0004,2020-02-15 20:00:00,2880.2,45.85,324.7,1,545.04,159.56,1.425,2988.7,10596.9,412.5,69.94,78.83,86.83
GEN_0011,2020-02-15 21:00:00,6579.1,78.68,87.3,3,544.5,153.76,3.963,2886.2,10291.3,558.06,75.64,133.17,85.81
GEN_0019,2020-02-15 22:00:00,6773.7,96.27,110.8,3,552.38,176.29,5.499,2948.2,10879.6,617.84,71.73,144.44,85.36
GEN_0005,2020-02-15 23:00:00,2574.1,45.39,187.0,1,510.72,139.13,1.438,2972.5,11538.6,531.06,65.49,72.95,89.93
GEN_0012,2020-02-16 00:00:00,7601.1,98.37,177.7,3,537.37,170.48,3.22,2975.0,10787.3,608.03,69.78,165.82,88.26
GEN_0010,2020-02-16 01:00:00,1702.3,54.06,92.2,0,536.08,163.4,1.284,2995.9,10793.3,474.35,67.46,94.65,90.13
GEN_0007,2020-02-16 02:00:00,2846.0,42.73,145.5,1,519.79,161.9,2.129,3025.9,11066.6,450.46,61.86,69.85,88.17
GEN_0002,2020-02-16 03:00:00,7298.8,98.62,101.0,3,576.5,167.4,4.035,2899.8,10561.7,576.76,73.3,151.86,85.17
GEN_0001,2020-02-16 04:00:00,1099.7,85.89,113.6,0,541.25,149.43,3.51,3047.3,10753.7,521.67,75.08,153.83,87.89
GEN_0017,2020-02-16 05:00:00,6648.8,65.99,92.5,3,546.41,151.9,4.722,2953.7,10572.2,498.74,76.74,106.92,82.51
GEN_0003,2020-02-16 06:00:00,4654.7,72.74,152.5,2,566.13,157.77,2.668,2958.0,11127.0,538.41,75.48,118.56,84.59
GEN_0001,2020-02-16 07:00:00,7620.9,44.37,98.6,3,558.21,161.95,3.593,3012.6,10276.6,517.72,84.94,62.9,83.79
GEN_0007,2020-02-16 08:00:00,1482.3,66.49,118.0,0,495.18,151.91,1.23,2967.4,10532.0,527.56,56.0,129.09,92.21
GEN_0017,2020-02-16 09:00:00,1681.5,73.62,140.9,0,507.12,162.48,1.231,3114.0,10498.2,520.57,59.11,130.94,87.95
GEN_0007,2020-02-16 10:00:00,6369.6,54.17,179.9,3,516.71,180.12,4.408,2808.3,10842.4,513.63,73.27,85.91,87.93
GEN_0013,2020-02-16 11:00:00,7663.3,89.62,158.9,3,552.23,151.93,4.37,2800.8,10308.9,592.63,75.86,143.96,81.89
GEN_0010,2020-02-16 12:00:00,4004.7,74.11,7.4,2,525.31,164.08,4.598,3028.8,10634.7,568.74,76.91,122.53,89.72
GEN_0013,2020-02-16 13:00:00,2280.1,53.14,164.8,1,527.56,178.45,2.688,2959.4,10920.5,519.48,71.96,89.42,88.0
GEN_0001,2020-02-16 14:00:00,1523.5,42.58,235.7,0,503.1,160.96,1.075,2993.5,10995.8,419.51,63.7,80.91,91.85
GEN_0010,2020-02-16 15:00:00,5439.5,96.09,283.4,2,556.95,162.19,2.873,2857.4,11002.7,615.71,75.1,155.9,88.12
GEN_0006,2020-02-16 16:00:00,4286.9,96.0,198.2,2,560.77,165.01,2.82,3027.4,10749.0,595.07,79.98,147.53,86.55
GEN_0008,2020-02-16 17:00:00,5910.9,95.63,338.6,2,555.68,178.22,4.302,2918.9,10745.6,564.47,70.47,155.33,82.84
GEN_0010,2020-02-16 18:00:00,5466.9,94.18,253.3,2,553.01,176.64,3.186,2958.2,10795.5,621.74,81.91,156.85,79.84
GEN_0018,2020-02-16 19:00:00,5233.3,58.66,5.2,2,552.62,169.17,5.149,3078.2,11301.4,549.47,62.96,89.51,84.67
GEN_0010,2020-02-16 20:00:00,5400.7,83.54,22.3,2,562.45,167.07,3.224,2867.0,10685.6,580.67,78.84,139.2,86.54
GEN_0005,2020-02-16 21:00:00,1282.5,82.01,79.9,0,525.62,170.44,1.313,3050.7,10615.6,548.89,64.42,139.63,89.19
GEN_0020,2020-02-16 22:00:00,4573.2,69.88,17.9,2,529.43,164.75,3.97,2927.3,11163.1,494.11,69.11,123.24,81.49
GEN_0003,2020-02-16 23:00:00,833.6,91.75,4.5,0,517.98,171.18,5.765,3047.6,10954.1,572.09,67.43,159.98,89.12
GEN_0001,2020-02-17 00:00:00,2468.5,42.27,217.3,1,538.84,145.33,10.125,2975.0,11124.9,466.7,94.09,67.33,75.33
GEN_0017,2020-02-17 01:00:00,1598.4,72.99,281.4,0,524.06,166.84,1.038,3038.4,11094.6,573.88,78.49,127.21,89.85
GEN_0017,2020-02-17 02:00:00,6221.9,47.07,275.5,3,531.11,181.63,5.002,3041.7,10862.3,495.35,76.43,74.16,88.12
GEN_0006,2020-02-17 03:00:00,806.4,69.42,275.1,0,514.99,145.72,0.644,3110.4,10606.3,459.69,63.9,122.66,91.03
GEN_0010,2020-02-17 04:00:00,1752.3,55.12,78.0,0,511.32,160.16,1.177,2989.6,11230.7,500.72,65.18,100.62,92.39
GEN_0007,2020-02-17 05:00:00,1077.9,98.14,284.1,0,558.3,164.31,3.339,2955.7,10848.4,590.89,60.38,179.95,92.52
GEN_0003,2020-02-17 06:00:00,129.0,75.64,157.5,0,503.1,161.0,4.075,3027.4,11081.5,485.36,59.2,138.96,91.98
GEN_0004,2020-02-17 07:00:00,5808.0,49.3,1.6,2,535.86,160.46,5.372,2938.5,10713.2,505.35,75.36,71.17,86.54
GEN_0005,2020-02-17 08:00:00,1016.5,47.23,216.8,0,524.0,152.44,1.14,2954.3,11212.5,493.12,55.36,81.11,89.11
GEN_0011,2020-02-17 09:00:00,4972.4,95.19,69.9,2,553.57,157.94,2.872,2903.9,10794.1,612.54,70.83,167.62,86.55
GEN_0003,2020-02-17 10:00:00,1282.5,55.84,0.2,0,524.83,139.58,1.283,2982.0,10730.4,419.12,65.83,94.93,90.06
GEN_0003,2020-02-17 11:00:00,7664.9,61.36,37.6,3,564.68,164.91,5.759,2866.2,11354.5,543.34,72.1,94.81,80.16
GEN_0007,2020-02-17 12:00:00,4499.0,54.56,42.8,2,512.18,150.22,6.264,2901.6,10858.5,481.1,69.78,96.6,83.36
GEN_0005,2020-02-17 13:00:00,5768.2,73.45,356.9,2,540.93,160.22,4.933,2940.6,10931.7,555.9,73.26,128.94,84.28
GEN_0014,2020-02-17 14:00:00,7697.6,95.9,314.2,3,539.31,174.3,4.165,2947.3,10659.0,561.1,77.48,156.54,82.86
GEN_0015,2020-02-17 15:00:00,5322.6,48.76,37.5,2,554.35,129.35,13.373,2909.8,10508.7,511.44,109.96,69.0,70.52
GEN_0004,2020-02-17 16:00:00,3412.7,98.23,34.8,1,558.29,159.04,4.208,3010.1,10675.8,583.68,75.63,156.46,85.24
GEN_0019,2020-02-17 17:00:00,2958.2,87.86,165.1,1,517.67,159.71,2.442,3005.6,10900.4,527.9,70.66,150.99,85.16
GEN_0015,2020-02-17 18:00:00,3481.0,83.91,97.8,1,551.78,169.73,5.565,2996.2,10964.5,534.8,59.67,150.84,87.1
GEN_0012,2020-02-17 19:00:00,1231.7,85.95,134.1,0,521.1,160.65,1.675,2980.7,10896.0,494.43,59.83,151.07,92.81
GEN_0003,2020-02-17 20:00:00,4516.1,46.79,124.4,2,526.6,154.61,3.89,2977.2,10839.3,423.29,70.92,68.76,82.81
GEN_0013,2020-02-17 21:00:00,6052.2,90.97,44.9,3,530.31,178.51,3.218,2975.6,10685.5,540.37,76.87,149.56,84.49
