OrderNumber,CustomerID,ProductNr,StoreID,Date,StoreType,Price
23894095,92-928-936-829,H-025-1994,Store_2473,2020-12-09,Onsite Store,41.59
23894095,92-928-936-829,F-136-1988,Store_2473,2020-12-09,Onsite Store,88.59
23894095,92-928-936-829,V-259-2011,Store_2473,2020-12-09,Onsite Store,70.59
23894096,92-928-936-829,G-118-1990,Store_2441,2020-10-30,Onsite Store,80.59
23894097,92-928-936-829,V-046-2012,Store_2377,2020-05-16,Online Store,62.99
23894097,92-928-936-829,H-235-2003,Store_2377,2020-05-16,Online Store,76.99
23894097,92-928-936-829,N-217-2006,Store_2377,2020-05-16,Online Store,74.59
23894097,92-928-936-829,H-196-1995,Store_2377,2020-05-16,Online Store,84.99
23894097,92-928-936-829,A-226-2000,Store_2377,2020-05-16,Online Store,100.99
23894097,92-928-936-829,Z-295-1992,Store_2377,2020-05-16,Online Store,51.99
23894097,92-928-936-829,G-160-2014,Store_2377,2020-05-16,Online Store,31.59
23894097,92-928-936-829,A-154-2001,Store_2377,2020-05-16,Online Store,35.59
23894098,72-726-458-713,Q-217-2010,Store_2450,2020-01-20,Onsite Store,98.99
23894098,72-726-458-713,Z-028-1999,Store_2450,2020-01-20,Onsite Store,19.99
23894098,72-726-458-713,Q-202-1981,Store_2450,2020-01-20,Onsite Store,69.99
23894099,72-726-458-713,C-295-1996,Store_2468,2020-06-27,Onsite Store,73.99
23894099,72-726-458-713,Q-118-1998,Store_2468,2020-06-27,Onsite Store,86.59
23894099,72-726-458-713,Q-247-2002,Store_2468,2020-06-27,Onsite Store,76.59
23894099,72-726-458-713,G-157-1990,Store_2468,2020-06-27,Onsite Store,114.99
23894099,72-726-458-713,J-163-1989,Store_2468,2020-06-27,Onsite Store,85.99
23894099,72-726-458-713,A-250-1996,Store_2468,2020-06-27,Onsite Store,107.59
23894100,72-726-458-713,H-247-2017,Store_2385,2020-01-15,Online Store,33.59
23894100,72-726-458-713,V-241-2003,Store_2385,2020-01-15,Online Store,95.59
23894100,72-726-458-713,I-271-2002,Store_2385,2020-01-15,Online Store,68.59
23894100,72-726-458-713,V-205-1997,Store_2385,2020-01-15,Online Store,44.59
23894100,72-726-458-713,J-124-1984,Store_2385,2020-01-15,Online Store,20.99
23894100,72-726-458-713,H-037-1984,Store_2385,2020-01-15,Online Store,44.59
23894100,72-726-458-713,Q-151-2018,Store_2385,2020-01-15,Online Store,85.59
23894100,72-726-458-713,Z-175-1996,Store_2385,2020-01-15,Online Store,86.99
23894100,72-726-458-713,G-175-1990,Store_2385,2020-01-15,Online Store,67.59
23894100,72-726-458-713,Z-082-1982,Store_2385,2020-01-15,Online Store,38.99
23894101,72-726-458-713,G-241-1982,Store_2410,2020-10-11,Onsite Store,63.99
23894101,72-726-458-713,Q-022-2015,Store_2410,2020-10-11,Onsite Store,63.99
23894101,72-726-458-713,I-151-2005,Store_2410,2020-10-11,Onsite Store,61.59
23894101,72-726-458-713,G-151-1983,Store_2410,2020-10-11,Onsite Store,106.99
23894101,72-726-458-713,B-010-2014,Store_2410,2020-10-11,Onsite Store,72.99
23894102,72-726-458-713,Q-016-2017,Store_2436,2020-11-04,Onsite Store,50.59
23894102,72-726-458-713,I-178-2005,Store_2436,2020-11-04,Onsite Store,55.59
23894102,72-726-458-713,J-073-2002,Store_2436,2020-11-04,Onsite Store,86.99
23894102,72-726-458-713,W-031-2015,Store_2436,2020-11-04,Onsite Store,34.59
23894102,72-726-458-713,H-160-2011,Store_2436,2020-11-04,Onsite Store,54.59
23894102,72-726-458-713,V-208-2010,Store_2436,2020-11-04,Onsite Store,38.59
23894102,72-726-458-713,Q-229-2008,Store_2436,2020-11-04,Onsite Store,71.59
23894102,72-726-458-713,G-064-1989,Store_2436,2020-11-04,Onsite Store,59.59
23894102,72-726-458-713,H-097-1997,Store_2436,2020-11-04,Onsite Store,100.99
23894102,72-726-458-713,J-097-2015,Store_2436,2020-11-04,Onsite Store,64.99
23894102,72-726-458-713,J-130-2006,Store_2436,2020-11-04,Onsite Store,55.59
23894102,72-726-458-713,V-298-2003,Store_2436,2020-11-04,Onsite Store,58.99
23894103,72-726-458-713,N-223-1992,Store_2474,2020-09-12,Onsite Store,76.59
23894103,72-726-458-713,W-139-1996,Store_2474,2020-09-12,Onsite Store,36.59
23894103,72-726-458-713,Z-169-1985,Store_2474,2020-09-12,Onsite Store,78.59
23894103,72-726-458-713,I-100-2001,Store_2474,2020-09-12,Onsite Store,53.59
23894103,72-726-458-713,Z-289-2004,Store_2474,2020-09-12,Onsite Store,70.59
23894103,72-726-458-713,W-082-2014,Store_2474,2020-09-12,Onsite Store,35.59
23894103,72-726-458-713,N-130-1997,Store_2474,2020-09-12,Onsite Store,123.99
23894103,72-726-458-713,V-193-1985,Store_2474,2020-09-12,Onsite Store,60.59
23894103,72-726-458-713,C-205-2002,Store_2474,2020-09-12,Onsite Store,23.99
23894103,72-726-458-713,H-151-1987,Store_2474,2020-09-12,Onsite Store,103.59
23894104,72-726-458-713,A-220-2003,Store_2364,2020-05-29,Online Store,72.59
23894105,72-726-458-713,N-247-1993,Store_2394,2020-11-25,Online Store,113.59
23894105,72-726-458-713,J-100-1981,Store_2394,2020-11-25,Online Store,10.59
23894105,72-726-458-713,Z-019-2002,Store_2394,2020-11-25,Online Store,100.59
23894105,72-726-458-713,W-232-2011,Store_2394,2020-11-25,Online Store,133.59
23894105,72-726-458-713,H-190-2016,Store_2394,2020-11-25,Online Store,65.99
23894105,72-726-458-713,C-013-2015,Store_2394,2020-11-25,Online Store,59.99
23894105,72-726-458-713,W-259-1987,Store_2394,2020-11-25,Online Store,28.59
23894105,72-726-458-713,Z-136-1989,Store_2394,2020-11-25,Online Store,62.59
23894106,72-726-458-713,C-145-2012,Store_2353,2020-01-16,Online Store,100.99
23894106,72-726-458-713,Q-019-2002,Store_2353,2020-01-16,Online Store,59.59
23894106,72-726-458-713,I-259-1986,Store_2353,2020-01-16,Online Store,54.59
23894106,72-726-458-713,G-238-2007,Store_2353,2020-01-16,Online Store,41.99
23894106,72-726-458-713,I-103-2015,Store_2353,2020-01-16,Online Store,64.99
23894106,72-726-458-713,Q-100-2016,Store_2353,2020-01-16,Online Store,61.59
23894107,73-739-534-537,F-010-2006,Store_2413,2020-12-12,Onsite Store,71.59
23894107,73-739-534-537,I-298-1983,Store_2413,2020-12-12,Onsite Store,87.59
23894107,73-739-534-537,I-079-2010,Store_2413,2020-12-12,Onsite Store,35.99
23894107,73-739-534-537,J-295-1994,Store_2413,2020-12-12,Onsite Store,66.59
23894107,73-739-534-537,C-043-1991,Store_2413,2020-12-12,Onsite Store,92.99
23894108,73-739-534-537,W-001-2015,Store_2404,2020-07-16,Onsite Store,40.99
23894108,73-739-534-537,F-157-1985,Store_2404,2020-07-16,Onsite Store,97.99
23894108,73-739-534-537,F-118-2005,Store_2404,2020-07-16,Onsite Store,92.59
23894108,73-739-534-537,F-295-2003,Store_2404,2020-07-16,Onsite Store,53.59
23894108,73-739-534-537,C-106-1990,Store_2404,2020-07-16,Onsite Store,108.99
23894108,73-739-534-537,Q-190-2013,Store_2404,2020-07-16,Onsite Store,80.99
23894108,73-739-534-537,A-262-1993,Store_2404,2020-07-16,Onsite Store,34.99
23894108,73-739-534-537,V-007-2017,Store_2404,2020-07-16,Onsite Store,66.59
23894109,73-739-534-537,J-166-2003,Store_2372,2020-02-26,Online Store,26.99
23894109,73-739-534-537,N-229-2002,Store_2372,2020-02-26,Online Store,50.99
23894109,73-739-534-537,J-184-1983,Store_2372,2020-02-26,Online Store,67.59
23894109,73-739-534-537,G-274-1993,Store_2372,2020-02-26,Online Store,124.59
23894110,73-739-534-537,B-253-1992,Store_2405,2020-03-01,Onsite Store,56.59
23894110,73-739-534-537,Q-274-1992,Store_2405,2020-03-01,Onsite Store,96.99
23894110,73-739-534-537,J-229-2009,Store_2405,2020-03-01,Onsite Store,68.99
23894110,73-739-534-537,A-175-1985,Store_2405,2020-03-01,Onsite Store,47.99
23894110,73-739-534-537,C-190-1987,Store_2405,2020-03-01,Onsite Store,64.99
23894111,73-739-534-537,C-091-2005,Store_2357,2020-10-30,Online Store,62.59
23894111,73-739-534-537,W-172-2015,Store_2357,2020-10-30,Online Store,44.59
23894111,73-739-534-537,Q-046-2008,Store_2357,2020-10-30,Online Store,109.99
23894112,73-739-534-537,N-004-2018,Store_2406,2020-06-17,Onsite Store,87.99
23894112,73-739-534-537,J-097-2012,Store_2406,2020-06-17,Onsite Store,108.59
23894112,73-739-534-537,J-073-1995,Store_2406,2020-06-17,Onsite Store,14.99
23894112,73-739-534-537,J-196-1990,Store_2406,2020-06-17,Onsite Store,56.99
23894112,73-739-534-537,B-196-2005,Store_2406,2020-06-17,Onsite Store,76.99
23894112,73-739-534-537,A-211-1982,Store_2406,2020-06-17,Onsite Store,28.59
23894112,73-739-534-537,C-136-1992,Store_2406,2020-06-17,Onsite Store,125.59
23894112,73-739-534-537,B-127-2016,Store_2406,2020-06-17,Onsite Store,114.99
23894113,73-739-534-537,B-037-1984,Store_2413,2020-07-06,Onsite Store,51.59
23894113,73-739-534-537,F-064-2006,Store_2413,2020-07-06,Onsite Store,41.99
23894113,73-739-534-537,B-061-1984,Store_2413,2020-07-06,Onsite Store,57.99
23894114,73-739-534-537,B-232-2014,Store_2383,2020-11-25,Online Store,82.59
23894114,73-739-534-537,C-181-1996,Store_2383,2020-11-25,Online Store,84.59
23894114,73-739-534-537,V-166-1995,Store_2383,2020-11-25,Online Store,80.59
23894114,73-739-534-537,Q-184-1995,Store_2383,2020-11-25,Online Store,36.59
23894114,73-739-534-537,V-256-2009,Store_2383,2020-11-25,Online Store,80.99
23894115,73-739-534-537,G-133-2018,Store_2474,2020-07-21,Onsite Store,64.59
23894115,73-739-534-537,C-190-1992,Store_2474,2020-07-21,Onsite Store,65.99
23894116,70-707-671-393,C-205-2000,Store_2457,2020-06-20,Onsite Store,17.99
23894116,70-707-671-393,F-109-1989,Store_2457,2020-06-20,Onsite Store,51.59
23894116,70-707-671-393,Q-058-1997,Store_2457,2020-06-20,Onsite Store,91.59
23894116,70-707-671-393,A-187-2016,Store_2457,2020-06-20,Onsite Store,68.99
23894116,70-707-671-393,F-298-2000,Store_2457,2020-06-20,Onsite Store,83.59
23894116,70-707-671-393,Q-286-2017,Store_2457,2020-06-20,Onsite Store,78.59
23894117,70-707-671-393,W-196-1981,Store_2470,2020-12-31,Onsite Store,43.99
23894117,70-707-671-393,V-097-1990,Store_2470,2020-12-31,Onsite Store,115.59
23894117,70-707-671-393,A-202-2018,Store_2470,2020-12-31,Onsite Store,35.59
23894118,70-707-671-393,Q-205-1995,Store_2388,2020-05-11,Online Store,80.59
23894118,70-707-671-393,C-229-1992,Store_2388,2020-05-11,Online Store,78.59
23894118,70-707-671-393,J-199-1980,Store_2388,2020-05-11,Online Store,21.59
23894118,70-707-671-393,G-232-1988,Store_2388,2020-05-11,Online Store,29.59
23894118,70-707-671-393,H-235-2003,Store_2388,2020-05-11,Online Store,76.99
23894118,70-707-671-393,W-163-2000,Store_2388,2020-05-11,Online Store,70.99
23894118,70-707-671-393,G-250-2014,Store_2388,2020-05-11,Online Store,39.99
23894118,70-707-671-393,G-028-2012,Store_2388,2020-05-11,Online Store,72.99
23894118,70-707-671-393,A-091-2010,Store_2388,2020-05-11,Online Store,94.59
23894118,70-707-671-393,A-190-1980,Store_2388,2020-05-11,Online Store,85.59
23894118,70-707-671-393,Z-136-2000,Store_2388,2020-05-11,Online Store,44.59
23894118,70-707-671-393,J-043-1986,Store_2388,2020-05-11,Online Store,86.59
23894119,70-707-671-393,F-046-2017,Store_2417,2020-07-06,Onsite Store,68.99
23894119,70-707-671-393,B-004-2002,Store_2417,2020-07-06,Onsite Store,63.59
23894119,70-707-671-393,J-025-2012,Store_2417,2020-07-06,Onsite Store,55.99
23894119,70-707-671-393,A-133-1990,Store_2417,2020-07-06,Onsite Store,40.99
23894119,70-707-671-393,V-019-1995,Store_2417,2020-07-06,Onsite Store,21.59
23894119,70-707-671-393,Q-046-1985,Store_2417,2020-07-06,Onsite Store,46.59
23894119,70-707-671-393,C-154-2011,Store_2417,2020-07-06,Onsite Store,54.59
23894119,70-707-671-393,C-289-1994,Store_2417,2020-07-06,Onsite Store,94.59
23894119,70-707-671-393,C-199-2008,Store_2417,2020-07-06,Onsite Store,93.99
23894119,70-707-671-393,C-022-2000,Store_2417,2020-07-06,Onsite Store,103.59
23894120,70-707-671-393,Z-145-2002,Store_2459,2020-08-30,Onsite Store,74.99
23894120,70-707-671-393,G-124-2005,Store_2459,2020-08-30,Onsite Store,68.59
23894120,70-707-671-393,H-268-1996,Store_2459,2020-08-30,Onsite Store,19.99
23894120,70-707-671-393,F-046-1986,Store_2459,2020-08-30,Onsite Store,86.99
23894120,70-707-671-393,Q-295-2013,Store_2459,2020-08-30,Onsite Store,80.99
23894120,70-707-671-393,G-154-1981,Store_2459,2020-08-30,Onsite Store,59.99
23894120,70-707-671-393,H-025-1999,Store_2459,2020-08-30,Onsite Store,108.99
23894121,70-707-671-393,N-082-2005,Store_2357,2020-06-02,Online Store,84.59
23894121,70-707-671-393,B-214-1980,Store_2357,2020-06-02,Online Store,73.99
23894121,70-707-671-393,A-013-1986,Store_2357,2020-06-02,Online Store,75.59
23894121,70-707-671-393,Z-001-1986,Store_2357,2020-06-02,Online Store,53.99
23894121,70-707-671-393,W-037-2002,Store_2357,2020-06-02,Online Store,86.99
23894121,70-707-671-393,Q-022-2007,Store_2357,2020-06-02,Online Store,141.99
23894121,70-707-671-393,G-061-2011,Store_2357,2020-06-02,Online Store,70.99
23894121,70-707-671-393,I-238-1996,Store_2357,2020-06-02,Online Store,64.59
23894122,70-707-671-393,C-148-2010,Store_2426,2020-08-15,Onsite Store,71.59
23894122,70-707-671-393,J-166-2003,Store_2426,2020-08-15,Onsite Store,26.99
23894122,70-707-671-393,W-193-2010,Store_2426,2020-08-15,Onsite Store,58.99
23894122,70-707-671-393,F-031-1985,Store_2426,2020-08-15,Onsite Store,73.59
23894122,70-707-671-393,Z-283-2014,Store_2426,2020-08-15,Onsite Store,97.99
23894122,70-707-671-393,Z-046-1989,Store_2426,2020-08-15,Onsite Store,58.59
23894122,70-707-671-393,B-199-1990,Store_2426,2020-08-15,Onsite Store,81.59
23894122,70-707-671-393,A-229-1993,Store_2426,2020-08-15,Onsite Store,41.59
23894123,70-707-671-393,W-025-1983,Store_2406,2020-09-13,Onsite Store,90.59
23894123,70-707-671-393,H-064-1981,Store_2406,2020-09-13,Onsite Store,74.99
23894123,70-707-671-393,W-130-1995,Store_2406,2020-09-13,Onsite Store,128.99
23894123,70-707-671-393,A-091-1995,Store_2406,2020-09-13,Onsite Store,35.59
23894123,70-707-671-393,F-187-2007,Store_2406,2020-09-13,Onsite Store,54.99
23894123,70-707-671-393,W-202-2015,Store_2406,2020-09-13,Onsite Store,122.59
23894124,70-707-671-393,B-145-1984,Store_2381,2020-02-09,Online Store,83.99
23894124,70-707-671-393,Q-178-2002,Store_2381,2020-02-09,Online Store,109.59
23894125,96-966-150-608,A-163-1983,Store_2369,2020-05-09,Online Store,29.59
23894125,96-966-150-608,J-268-2013,Store_2369,2020-05-09,Online Store,71.59
23894125,96-966-150-608,A-151-2013,Store_2369,2020-05-09,Online Store,87.59
23894125,96-966-150-608,J-256-2012,Store_2369,2020-05-09,Online Store,56.99
23894125,96-966-150-608,N-238-2012,Store_2369,2020-05-09,Online Store,43.99
23894125,96-966-150-608,I-157-2007,Store_2369,2020-05-09,Online Store,39.59
23894125,96-966-150-608,C-232-2003,Store_2369,2020-05-09,Online Store,95.99
23894126,96-966-150-608,V-022-2011,Store_2463,2020-10-16,Onsite Store,46.99
23894126,96-966-150-608,G-154-1983,Store_2463,2020-10-16,Onsite Store,24.99
23894127,96-966-150-608,Q-247-2006,Store_2473,2020-05-06,Onsite Store,75.99
23894127,96-966-150-608,A-097-1991,Store_2473,2020-05-06,Onsite Store,88.59
23894127,96-966-150-608,W-127-2002,Store_2473,2020-05-06,Onsite Store,77.99
23894127,96-966-150-608,H-163-2004,Store_2473,2020-05-06,Onsite Store,22.59
23894127,96-966-150-608,J-193-2006,Store_2473,2020-05-06,Onsite Store,98.59
23894127,96-966-150-608,H-133-2004,Store_2473,2020-05-06,Onsite Store,78.59
23894128,96-966-150-608,H-208-1983,Store_2403,2020-03-17,Onsite Store,118.59
23894128,96-966-150-608,I-220-2010,Store_2403,2020-03-17,Onsite Store,87.59
23894128,96-966-150-608,Q-223-1994,Store_2403,2020-03-17,Onsite Store,57.99
23894128,96-966-150-608,W-085-1980,Store_2403,2020-03-17,Onsite Store,75.59
23894128,96-966-150-608,C-001-2008,Store_2403,2020-03-17,Onsite Store,60.59
23894128,96-966-150-608,G-004-1981,Store_2403,2020-03-17,Onsite Store,120.59
23894129,96-966-150-608,V-034-1986,Store_2361,2020-07-12,Online Store,89.59
23894129,96-966-150-608,A-166-2000,Store_2361,2020-07-12,Online Store,49.99
23894129,96-966-150-608,Z-175-2016,Store_2361,2020-07-12,Online Store,61.59
23894129,96-966-150-608,Q-196-1980,Store_2361,2020-07-12,Online Store,67.99
23894129,96-966-150-608,J-241-2014,Store_2361,2020-07-12,Online Store,3.99
23894129,96-966-150-608,F-037-1988,Store_2361,2020-07-12,Online Store,48.59
23894130,96-966-150-608,N-169-2016,Store_2403,2020-04-21,Onsite Store,88.59
23894130,96-966-150-608,J-013-1998,Store_2403,2020-04-21,Onsite Store,74.99
23894131,96-966-150-608,A-031-2015,Store_2467,2020-02-06,Onsite Store,62.59
23894131,96-966-150-608,J-133-2018,Store_2467,2020-02-06,Onsite Store,61.59
23894131,96-966-150-608,H-163-2012,Store_2467,2020-02-06,Onsite Store,26.99
23894132,96-966-150-608,N-163-1986,Store_2371,2020-06-07,Online Store,69.99
23894132,96-966-150-608,C-196-2018,Store_2371,2020-06-07,Online Store,69.59
23894132,96-966-150-608,Z-103-1980,Store_2371,2020-06-07,Online Store,100.59
23894132,96-966-150-608,G-214-2002,Store_2371,2020-06-07,Online Store,90.59
23894132,96-966-150-608,G-214-1996,Store_2371,2020-06-07,Online Store,119.99
23894133,96-966-150-608,F-208-1988,Store_2404,2020-10-19,Onsite Store,59.99
23894133,96-966-150-608,I-022-1989,Store_2404,2020-10-19,Onsite Store,52.99
23894133,96-966-150-608,C-205-2012,Store_2404,2020-10-19,Onsite Store,43.59
23894133,96-966-150-608,A-109-2010,Store_2404,2020-10-19,Onsite Store,65.59
23894133,96-966-150-608,B-271-2002,Store_2404,2020-10-19,Onsite Store,33.99
23894133,96-966-150-608,F-208-2007,Store_2404,2020-10-19,Onsite Store,44.59
23894134,23-230-669-404,J-025-1991,Store_2360,2020-08-26,Online Store,76.59
23894134,23-230-669-404,B-130-1988,Store_2360,2020-08-26,Online Store,76.59
23894134,23-230-669-404,G-244-2018,Store_2360,2020-08-26,Online Store,67.59
23894134,23-230-669-404,W-211-2016,Store_2360,2020-08-26,Online Store,46.99
23894134,23-230-669-404,Q-142-2010,Store_2360,2020-08-26,Online Store,49.59
23894135,23-230-669-404,G-109-2009,Store_2375,2020-02-06,Online Store,103.99
23894135,23-230-669-404,N-193-1993,Store_2375,2020-02-06,Online Store,81.59
23894135,23-230-669-404,W-007-2011,Store_2375,2020-02-06,Online Store,79.59
23894135,23-230-669-404,A-151-1993,Store_2375,2020-02-06,Online Store,21.99
23894135,23-230-669-404,A-112-2018,Store_2375,2020-02-06,Online Store,20.59
23894135,23-230-669-404,H-148-2002,Store_2375,2020-02-06,Online Store,55.99
23894135,23-230-669-404,I-268-1981,Store_2375,2020-02-06,Online Store,63.99
23894136,23-230-669-404,I-007-1996,Store_2467,2020-08-11,Onsite Store,64.59
23894136,23-230-669-404,H-001-2018,Store_2467,2020-08-11,Onsite Store,43.59
23894136,23-230-669-404,N-115-2009,Store_2467,2020-08-11,Onsite Store,78.59
23894136,23-230-669-404,Q-139-2004,Store_2467,2020-08-11,Onsite Store,71.99
23894136,23-230-669-404,Z-271-2008,Store_2467,2020-08-11,Onsite Store,45.59
23894136,23-230-669-404,Q-142-2010,Store_2467,2020-08-11,Onsite Store,49.59
23894136,23-230-669-404,G-070-1980,Store_2467,2020-08-11,Onsite Store,67.99
23894137,23-230-669-404,A-175-2016,Store_2408,2020-02-01,Onsite Store,45.59
23894137,23-230-669-404,V-241-1986,Store_2408,2020-02-01,Onsite Store,58.99
23894137,23-230-669-404,Q-163-2018,Store_2408,2020-02-01,Onsite Store,79.59
23894137,23-230-669-404,F-181-1981,Store_2408,2020-02-01,Onsite Store,67.59
23894137,23-230-669-404,F-007-2014,Store_2408,2020-02-01,Onsite Store,81.99
23894137,23-230-669-404,N-220-2017,Store_2408,2020-02-01,Onsite Store,77.59
23894137,23-230-669-404,N-055-2014,Store_2408,2020-02-01,Onsite Store,39.99
23894137,23-230-669-404,G-145-2016,Store_2408,2020-02-01,Onsite Store,84.99
23894137,23-230-669-404,W-166-2012,Store_2408,2020-02-01,Onsite Store,58.99
23894137,23-230-669-404,W-094-2006,Store_2408,2020-02-01,Onsite Store,51.99
23894138,23-230-669-404,N-115-2003,Store_2400,2020-04-16,Onsite Store,89.99
23894138,23-230-669-404,V-037-1981,Store_2400,2020-04-16,Onsite Store,72.99
23894138,23-230-669-404,B-106-1986,Store_2400,2020-04-16,Onsite Store,49.99
23894138,23-230-669-404,W-247-1993,Store_2400,2020-04-16,Onsite Store,46.59
23894138,23-230-669-404,Z-136-2015,Store_2400,2020-04-16,Onsite Store,44.99
23894139,23-230-669-404,Z-187-2004,Store_2377,2020-11-04,Online Store,81.59
23894139,23-230-669-404,Z-115-2008,Store_2377,2020-11-04,Online Store,44.59
23894139,23-230-669-404,V-292-1995,Store_2377,2020-11-04,Online Store,56.99
23894139,23-230-669-404,F-295-2000,Store_2377,2020-11-04,Online Store,53.59
23894139,23-230-669-404,W-076-2013,Store_2377,2020-11-04,Online Store,35.59
23894139,23-230-669-404,G-079-1985,Store_2377,2020-11-04,Online Store,67.99
23894139,23-230-669-404,F-262-1998,Store_2377,2020-11-04,Online Store,55.59
23894139,23-230-669-404,C-256-2018,Store_2377,2020-11-04,Online Store,42.59
23894139,23-230-669-404,V-220-1984,Store_2377,2020-11-04,Online Store,96.99
23894139,23-230-669-404,F-022-1980,Store_2377,2020-11-04,Online Store,56.59
23894140,23-230-669-404,W-001-1984,Store_2379,2020-05-18,Online Store,44.99
23894140,23-230-669-404,V-181-2000,Store_2379,2020-05-18,Online Store,59.99
23894140,23-230-669-404,J-256-2011,Store_2379,2020-05-18,Online Store,109.59
23894141,23-230-669-404,H-196-1997,Store_2449,2020-11-15,Onsite Store,45.59
23894142,23-230-669-404,Z-049-1988,Store_2414,2020-04-19,Onsite Store,64.99
23894142,23-230-669-404,H-094-1986,Store_2414,2020-04-19,Onsite Store,60.99
23894142,23-230-669-404,H-064-1999,Store_2414,2020-04-19,Onsite Store,15.59
23894143,63-637-565-241,A-052-2013,Store_2421,2020-11-21,Onsite Store,65.59
23894143,63-637-565-241,B-169-2016,Store_2421,2020-11-21,Onsite Store,65.59
23894143,63-637-565-241,N-163-1985,Store_2421,2020-11-21,Onsite Store,51.59
23894144,63-637-565-241,B-262-1984,Store_2450,2020-01-08,Onsite Store,54.99
23894144,63-637-565-241,F-232-1984,Store_2450,2020-01-08,Onsite Store,28.99
23894144,63-637-565-241,Z-112-1989,Store_2450,2020-01-08,Onsite Store,81.59
23894144,63-637-565-241,Q-271-2007,Store_2450,2020-01-08,Onsite Store,56.99
23894144,63-637-565-241,F-091-1994,Store_2450,2020-01-08,Onsite Store,71.59
23894144,63-637-565-241,A-178-2004,Store_2450,2020-01-08,Onsite Store,42.59
23894144,63-637-565-241,G-055-1981,Store_2450,2020-01-08,Onsite Store,49.99
23894144,63-637-565-241,I-094-2011,Store_2450,2020-01-08,Onsite Store,20.99
23894145,63-637-565-241,V-097-1994,Store_2444,2020-09-16,Onsite Store,89.99
23894145,63-637-565-241,G-031-1987,Store_2444,2020-09-16,Onsite Store,101.99
23894145,63-637-565-241,C-043-2006,Store_2444,2020-09-16,Onsite Store,63.99
23894145,63-637-565-241,G-082-1983,Store_2444,2020-09-16,Onsite Store,83.99
23894146,63-637-565-241,H-034-2013,Store_2416,2020-03-26,Onsite Store,67.99
23894146,63-637-565-241,C-208-2018,Store_2416,2020-03-26,Onsite Store,49.59
23894146,63-637-565-241,B-298-2012,Store_2416,2020-03-26,Onsite Store,63.99
23894146,63-637-565-241,W-046-1987,Store_2416,2020-03-26,Onsite Store,108.99
23894146,63-637-565-241,Q-175-1980,Store_2416,2020-03-26,Onsite Store,95.99
23894146,63-637-565-241,Q-001-2013,Store_2416,2020-03-26,Onsite Store,53.99
23894147,63-637-565-241,A-184-1991,Store_2397,2020-07-20,Online Store,82.59
23894147,63-637-565-241,C-298-2005,Store_2397,2020-07-20,Online Store,63.59
23894147,63-637-565-241,B-229-1993,Store_2397,2020-07-20,Online Store,50.99
23894147,63-637-565-241,J-112-1991,Store_2397,2020-07-20,Online Store,61.99
23894148,63-637-565-241,F-133-2006,Store_2472,2020-11-16,Onsite Store,94.99
23894148,63-637-565-241,A-298-1999,Store_2472,2020-11-16,Onsite Store,55.59
23894148,63-637-565-241,Z-175-1999,Store_2472,2020-11-16,Onsite Store,66.59
23894149,63-637-565-241,F-016-2012,Store_2377,2020-12-21,Online Store,62.99
23894149,63-637-565-241,F-085-2013,Store_2377,2020-12-21,Online Store,49.59
23894149,63-637-565-241,W-070-2004,Store_2377,2020-12-21,Online Store,53.99
23894149,63-637-565-241,Z-265-2018,Store_2377,2020-12-21,Online Store,90.99
23894150,63-637-565-241,C-010-1988,Store_2455,2020-08-08,Onsite Store,72.59
23894150,63-637-565-241,G-196-1981,Store_2455,2020-08-08,Onsite Store,51.59
23894150,63-637-565-241,G-286-2011,Store_2455,2020-08-08,Onsite Store,73.59
23894150,63-637-565-241,N-091-2017,Store_2455,2020-08-08,Onsite Store,72.59
23894150,63-637-565-241,W-199-2005,Store_2455,2020-08-08,Onsite Store,69.99
23894151,63-637-565-241,N-121-2003,Store_2350,2020-10-04,Online Store,74.99
23894151,63-637-565-241,A-052-2007,Store_2350,2020-10-04,Online Store,35.99
23894151,63-637-565-241,A-154-2002,Store_2350,2020-10-04,Online Store,48.99
23894152,76-769-844-119,A-094-2007,Store_2474,2020-10-14,Onsite Store,58.59
23894152,76-769-844-119,I-112-1981,Store_2474,2020-10-14,Onsite Store,78.99
23894152,76-769-844-119,Q-262-2006,Store_2474,2020-10-14,Onsite Store,68.99
23894152,76-769-844-119,G-184-1982,Store_2474,2020-10-14,Onsite Store,67.59
23894152,76-769-844-119,C-028-1987,Store_2474,2020-10-14,Onsite Store,123.99
23894152,76-769-844-119,Z-043-2010,Store_2474,2020-10-14,Onsite Store,100.99
23894152,76-769-844-119,Z-049-1988,Store_2474,2020-10-14,Onsite Store,64.99
23894152,76-769-844-119,I-271-1992,Store_2474,2020-10-14,Onsite Store,22.59
23894153,76-769-844-119,J-235-2015,Store_2381,2020-09-01,Online Store,69.59
23894153,76-769-844-119,C-238-1999,Store_2381,2020-09-01,Online Store,25.99
23894153,76-769-844-119,V-211-1984,Store_2381,2020-09-01,Online Store,65.99
23894154,76-769-844-119,Q-115-1982,Store_2441,2020-02-07,Onsite Store,79.99
23894154,76-769-844-119,B-181-2007,Store_2441,2020-02-07,Onsite Store,81.59
23894154,76-769-844-119,H-214-2016,Store_2441,2020-02-07,Onsite Store,98.99
23894155,76-769-844-119,A-184-1983,Store_2419,2020-06-15,Onsite Store,83.99
23894155,76-769-844-119,Z-109-2008,Store_2419,2020-06-15,Onsite Store,81.59
23894155,76-769-844-119,B-205-1984,Store_2419,2020-06-15,Onsite Store,41.59
